訂單編號,日期,門市,城市,產品,類別,單價,數量,金額,付款方式,會員編號
ORD-14689,2026-02-21,板橋車站店,新北,美式咖啡,咖啡,75,2,150,行動支付,
ORD-17399,2026/03/23,信義旗艦店,台北,卡布奇諾,咖啡,110,2,220,行動支付,
ORD-13882,2026-02-12,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,1,130,LINE Pay,
ORD-13808,2026-02-11,竹北高鐵店,新竹,美式咖啡,咖啡,75,2,150,信用卡,M0089
ORD-24085,2026-06-05,板橋車站店,新北,冷萃咖啡,咖啡,140,1,140,現金,
ORD-10355,2026-01-04,高雄夢時代店,高雄,美式咖啡,咖啡,75,2,150,信用卡,M0382
ORD-18108,2026-03-30,竹北高鐵店,新竹,巴斯克起司蛋糕,甜點,120,1,120,信用卡,
ORD-22829,2026-05-22,信義旗艦店,台北,肉桂捲,甜點,85,1,85,現金,
ORD-17603,2026-03-25,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,
ORD-25096,2026-06-16,竹北高鐵店,新竹,冷萃咖啡,咖啡,140,1,140,行動支付,
ORD-11489,2026-01-17,公館店,臺北,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,M0391
ORD-18408,2026-04-03,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,LINE Pay,M0231
ORD-17615,2026-03-25,台中西屯店,台中,拿鐵,咖啡,110,2,220,行動支付,
ORD-19601,2026-04-16,公館店,台北,美式咖啡,咖啡,75,2,150,行動支付,
ORD-23728,2026-06-01,信義旗艦店,台北,拿鐵,咖啡,110,3,330,LINE Pay,
ORD-15107,2026-02-26,公館店,台北,美式咖啡,咖啡,75,2,150,行動支付,M0148
ORD-17156,2026-03-20,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,M0081
ORD-25585,2026-06-21,高雄夢時代店,高雄,可頌,甜點,65,1,65,現金,
ORD-12521,2026-01-28,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,信用卡,
ORD-21293,2026-05-04,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,信用卡,M0223
ORD-22621,2026-05-19,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,1,130,現金,M0184
ORD-23242,2026-05-26,竹北高鐵店,新竹,美式咖啡,咖啡,75,2,150,信用卡,
ORD-16958,2026-03-18,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-10438,2026-01-05,台中西屯店,台中,可頌,甜點,65,1,65,信用卡,
ORD-25438,2026-06-20,竹北高鐵店,新竹,肉桂捲,甜點,85,1,85,行動支付,
ORD-10029,2026-01-01,公館店,台北,美式咖啡,咖啡,75,1,75,行動支付,
ORD-26085,2026-06-27,台中西屯店,台中,美式咖啡,咖啡,75,1,75,現金,
ORD-12957,2026-02-01,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,
ORD-17216,2026-03-21,公館店,台北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-21419,2026-05-06,板橋車站店,新北,焦糖瑪奇朵,咖啡,130,1,130,行動支付,M0234
ORD-11398,2026-01-16,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,現金,
ORD-22355,2026-05-16,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,行動支付,
ORD-11225,2026-01-14,信義旗艦店,臺北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-24333,2026-06-07,台中西屯店,台中,冷萃咖啡,咖啡,140,1,140,信用卡,
ORD-22909,2026-05-23,信義旗艦店,台北,肉桂捲,甜點,85,2,170,信用卡,
ORD-13623,2026-02-09,公館店,台北,卡布奇諾,咖啡,110,1,110,現金,
ORD-22697,2026-05-20,台中西屯店,台中,卡布奇諾,咖啡,110,3,330,信用卡,
ORD-22101,2026-05-14,信義旗艦店,臺北,冷萃咖啡,咖啡,140,1,140,信用卡,
ORD-21113,2026-05-02,高雄夢時代店,高雄市,美式咖啡,咖啡,75,2,150,LINE Pay,M0472
ORD-18308,2026-04-01,台中西屯店,台中,蜂蜜柚子茶,非咖啡飲品,95,3,285,信用卡,M0223
ORD-25192,2026-06-17,台中西屯店,台中,卡布奇諾,咖啡,110,2,220,行動支付,
ORD-18852,2026-04-07,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,1,130,信用卡,
ORD-24029,2026-06-04,台中西屯店,台中,美式咖啡,咖啡,75,2,150,行動支付,
ORD-22678,2026-05-20,竹北高鐵店,新竹,肉桂捲,甜點,85,2,170,行動支付,
ORD-24068,2026-06-05,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,3,360,LINE Pay,
ORD-13073,2026-02-03,公館店,台北,巴斯克起司蛋糕,甜點,120,2,240,行動支付,M0091
ORD-19680,2026-04-17,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,2,240,行動支付,
ORD-16745,2026-03-15,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,現金,M0015
ORD-22559,2026-05-19,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,行動支付,M0132
ORD-13534,2026-02-08,竹北高鐵店,新竹,拿鐵,咖啡,110,3,330,現金,
ORD-17509,2026-03-24,板橋車站店,新北,美式咖啡,咖啡,75,1,75,現金,
ORD-13193,2026-02-04,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,2,260,現金,
ORD-17674,2026-03-26,公館店,台北,拿鐵,咖啡,110,1,110,現金,M0241
ORD-21256,2026-05-04,板橋車站店,新北,拿鐵,咖啡,110,1,110,行動支付,M0401
ORD-20948,2026-05-01,公館店,臺北,焦糖瑪奇朵,咖啡,130,1,130,LINE Pay,M0308
ORD-12254,2026-01-25,竹北高鐵店,新竹,拿鐵,咖啡,110,3,330,行動支付,M0075
ORD-26218,2026-06-29,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,LINE Pay,
ORD-17856,2026-03-28,信義旗艦店,臺北,冷萃咖啡,咖啡,140,1,140,現金,M0317
ORD-17181,2026-03-21,信義旗艦店,台北,拿鐵,咖啡,110,1,110,現金,
ORD-14111,2026-02-14,高雄夢時代店,高雄,美式咖啡,咖啡,75,3,225,行動支付,
ORD-17800,2026-03-27,竹北高鐵店,新竹,可頌,甜點,65,1,65,信用卡,M0421
ORD-10076,2026-01-01,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,現金,
ORD-11812,2026-01-20,高雄夢時代店,高雄市,拿鐵,咖啡,110,2,220,LINE Pay,M0373
ORD-12485,2026-01-28,信義旗艦店,台北,肉桂捲,甜點,85,1,85,現金,
ORD-12556,2026-01-28,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,信用卡,
ORD-15697,2026-03-04,公館店,臺北,可頌,甜點,65,1,65,信用卡,
ORD-20211,2026-04-22,高雄夢時代店,高雄,拿鐵,咖啡,110,3,330,現金,
ORD-13158,2026-02-04,公館店,臺北,巴斯克起司蛋糕,甜點,120,1,120,現金,M0417
ORD-22053,2026-05-13,板橋車站店,新北,蜂蜜柚子茶,非咖啡飲品,95,2,190,現金,
ORD-15790,2026-03-05,板橋車站店,新北,拿鐵,咖啡,110,1,110,行動支付,M0090
ORD-15473,2026-03-02,信義旗艦店,臺北,美式咖啡,咖啡,75,1,75,行動支付,M0314
ORD-22698,2026-05-20,台中西屯店,台中,拿鐵,咖啡,110,1,110,信用卡,M0239
ORD-13114,2026-02-03,台中西屯店,台中,冷萃咖啡,咖啡,140,1,140,LINE Pay,M0296
ORD-21824,2026-05-10,台中西屯店,台中,拿鐵,咖啡,110,1,110,信用卡,
ORD-16342,2026-03-11,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,3,420,行動支付,M0008
ORD-24990,2026-06-15,公館店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-25968,2026-06-26,板橋車站店,新北,肉桂捲,甜點,85,2,170,LINE Pay,
ORD-14314,2026-02-16,高雄夢時代店,高雄,肉桂捲,甜點,85,3,255,行動支付,
ORD-20461,2026-04-25,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,LINE Pay,
ORD-13402,2026-02-07,信義旗艦店,台北,拿鐵,咖啡,110,3,330,信用卡,
ORD-12012,2026-01-23,信義旗艦店,台北,卡布奇諾,咖啡,110,2,220,信用卡,M0140
ORD-15344,2026-02-28,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,
ORD-23852,2026-06-02,板橋車站店,新北,美式咖啡,咖啡,75,3,225,LINE Pay,
ORD-23681,2026-05-31,竹北高鐵店,新竹,巴斯克起司蛋糕,甜點,120,1,120,信用卡,
ORD-19506,2026-04-15,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0341
ORD-13019,2026-02-02,台中西屯店,台中,美式咖啡,咖啡,75,1,75,行動支付,
ORD-18802,2026-04-07,公館店,台北,可頌,甜點,65,1,65,現金,M0360
ORD-13985,2026-02-13,台中西屯店,台中,美式咖啡,咖啡,75,1,75,信用卡,M0090
ORD-11807,2026-01-20,高雄夢時代店,高雄市,巴斯克起司蛋糕,甜點,120,2,240,現金,
ORD-10348,2026-01-04,高雄夢時代店,高雄,美式咖啡,咖啡,75,,,現金,M0383
ORD-17864,2026-03-28,公館店,台北,可頌,甜點,65,1,65,信用卡,
ORD-14160,2026-02-15,公館店,台北,焦糖瑪奇朵,咖啡,130,1,130,現金,
ORD-14169,2026-02-15,公館店,台北,可頌,甜點,65,1,65,現金,M0250
ORD-18600,2026-04-05,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,信用卡,M0275
ORD-15585,2026-03-03,信義旗艦店,臺北,拿鐵,咖啡,110,2,220,現金,
ORD-25098,2026-06-16,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,行動支付,M0266
ORD-11408,2026-01-16,公館店,台北,卡布奇諾,咖啡,110,2,220,行動支付,
ORD-11541,2026-01-17,台中西屯店,台中,蜂蜜柚子茶,非咖啡飲品,95,2,190,信用卡,M0206
ORD-11376,2026-01-15,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0029
ORD-23980,2026-06-04,信義旗艦店,台北,冷萃咖啡,咖啡,140,2,280,行動支付,M0114
ORD-23803,2026-06-01,高雄夢時代店,高雄,肉桂捲,甜點,85,2,170,現金,M0423
ORD-23825,2026-06-02,信義旗艦店,台北,卡布奇諾,咖啡,110,2,220,信用卡,
ORD-20221,2026-04-23,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,行動支付,
ORD-16311,2026-03-11,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0342
ORD-20475,2026-04-25,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,現金,
ORD-14035,2026-02-14,信義旗艦店,台北,拿鐵,咖啡,110,1,110,LINE Pay,M0478
ORD-23166,2026-05-25,竹北高鐵店,新竹,可頌,甜點,65,1,65,信用卡,M0262
ORD-22708,2026-05-20,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,現金,
ORD-21989,2026-05-12,台中西屯店,台中,美式咖啡,咖啡,75,1,75,信用卡,M0417
ORD-14383,2026-02-17,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,M0073
ORD-21976,2026-05-12,板橋車站店,新北,美式咖啡,咖啡,75,1,75,行動支付,
ORD-12198,2026-01-25,信義旗艦店,台北,肉桂捲,甜點,85,1,85,行動支付,
ORD-11159,2026-01-13,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-18372,2026-04-02,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,
ORD-24255,2026-06-07,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,M0477
ORD-24922,2026-06-14,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,
ORD-18952,2026-04-09,信義旗艦店,台北,拿鐵,咖啡,110,2,220,行動支付,M0256
ORD-12268,2026-01-25,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,
ORD-14986,2026-02-24,台中西屯店,台中,冷萃咖啡,咖啡,140,1,140,信用卡,M0151
ORD-22574,2026-05-19,公館店,台北,焦糖瑪奇朵,咖啡,130,2,260,LINE Pay,
ORD-17222,2026-03-21,板橋車站店,新北,肉桂捲,甜點,85,2,170,現金,
ORD-15829,2026-03-05,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,現金,
ORD-14776,2026-02-22,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,信用卡,
ORD-19853,2026-04-19,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,3,390,LINE Pay,
ORD-22735,2026-05-21,信義旗艦店,臺北,冷萃咖啡,咖啡,140,1,140,LINE Pay,M0019
ORD-24131,2026-06-05,高雄夢時代店,高雄市,冷萃咖啡,咖啡,140,2,280,信用卡,M0211
ORD-18112,2026-03-30,竹北高鐵店,新竹,美式咖啡,咖啡,75,2,150,LINE Pay,M0354
ORD-26204,2026-06-28,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,現金,M0111
ORD-13409,2026-02-07,信義旗艦店,臺北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-13818,2026-02-11,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,3,390,信用卡,
ORD-11941,2026-01-22,板橋車站店,新北,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,
ORD-10045,2026-01-01,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,
ORD-15472,2026-03-02,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,LINE Pay,
ORD-20437,2026-04-25,板橋車站店,新北,拿鐵,咖啡,110,1,110,信用卡,
ORD-19512,2026-04-15,公館店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0031
ORD-24212,2026-06-06,台中西屯店,台中,冷萃咖啡,咖啡,140,2,280,行動支付,M0249
ORD-20972,2026-05-01,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,行動支付,M0035
ORD-24885,2026-06-14,公館店,台北,抹茶拿鐵,非咖啡飲品,120,2,240,現金,M0422
ORD-10834,2026-01-10,信義旗艦店,臺北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,
ORD-26105,2026-06-27,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,現金,M0460
ORD-15645,2026-03-03,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,
ORD-20829,2026-04-29,台中西屯店,台中,冷萃咖啡,咖啡,140,1,140,行動支付,M0041
ORD-23741,2026-06-01,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,行動支付,
ORD-12941,2026-02-01,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,1,140,信用卡,M0082
ORD-19711,2026-04-17,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,2,240,現金,
ORD-20046,2026-04-20,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,1,130,行動支付,M0334
ORD-16459,2026-03-13,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,2,240,信用卡,
ORD-20956,2026-05-01,公館店,台北,肉桂捲,甜點,85,2,170,信用卡,
ORD-20490,2026-04-25,高雄夢時代店,高雄,美式咖啡,咖啡,75,2,150,現金,
ORD-13536,2026-02-08,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,2,260,行動支付,M0348
ORD-14465,2026-02-18,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,M0322
ORD-15733,2026-03-04,台中西屯店,台中,美式咖啡,咖啡,75,2,150,現金,M0116
ORD-24514,2026-06-09,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,信用卡,
ORD-25683,2026-06-23,信義旗艦店,台北,美式咖啡,咖啡,75,3,225,現金,M0245
ORD-18599,2026-04-05,信義旗艦店,台北,拿鐵,咖啡,110,1,110,現金,M0020
ORD-20122,2026-04-21,高雄夢時代店,高雄市,巴斯克起司蛋糕,甜點,120,1,120,現金,
ORD-15977,2026-03-07,竹北高鐵店,新竹,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-13607,2026-02-09,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,信用卡,M0113
ORD-25812,2026-06-24,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,行動支付,M0457
ORD-11355,2026-01-15,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,信用卡,M0464
ORD-20330,2026-04-24,公館店,臺北,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-21335,2026-05-05,公館店,台北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-10877,2026-01-10,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,2,190,信用卡,
ORD-23328,2026-05-27,台中西屯店,台中,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-19743,2026-04-18,信義旗艦店,台北,拿鐵,咖啡,110,1,110,現金,
ORD-15934,2026-03-07,信義旗艦店,臺北,巴斯克起司蛋糕,甜點,120,2,240,LINE Pay,M0151
ORD-16910,2026-03-17,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,1,130,信用卡,M0479
ORD-23249,2026-05-26,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,現金,
ORD-24780,2026-06-13,信義旗艦店,台北,拿鐵,咖啡,110,1,110,行動支付,
ORD-10754,2026-01-09,公館店,台北,焦糖瑪奇朵,咖啡,130,3,390,信用卡,M0105
ORD-14180,2026-02-15,板橋車站店,新北,巴斯克起司蛋糕,甜點,120,1,120,信用卡,M0201
ORD-17840,2026-03-28,信義旗艦店,臺北,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-19253,2026-04-12,信義旗艦店,臺北,美式咖啡,咖啡,75,2,150,LINE Pay,M0397
ORD-20516,2026-04-26,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,3,390,信用卡,
ORD-17352,2026-03-22,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,M0175
ORD-24040,2026-06-04,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,2,260,現金,
ORD-11761,2026-01-20,公館店,臺北,焦糖瑪奇朵,咖啡,130,2,260,行動支付,
ORD-12913,2026-02-01,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,2,260,信用卡,
ORD-26188,2026-06-28,台中西屯店,台中,美式咖啡,咖啡,75,1,75,LINE Pay,M0447
ORD-14832,2026-02-22,台中西屯店,台中,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-23493,2026-05-29,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,2,240,信用卡,
ORD-26254,2026-06-29,板橋車站店,新北,拿鐵,咖啡,110,1,110,信用卡,
ORD-25996,2026-06-26,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,M0129
ORD-15860,2026-03-06,板橋車站店,新北,肉桂捲,甜點,85,1,85,信用卡,M0169
ORD-19234,2026-04-12,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-16228,2026-03-10,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,2,260,LINE Pay,M0033
ORD-16127,2026-03-09,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-10346,2026-01-04,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,行動支付,
ORD-26067,2026-06-27,竹北高鐵店,新竹,美式咖啡,咖啡,75,2,150,信用卡,
ORD-16900,2026-03-17,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,LINE Pay,
ORD-24796,2026-06-13,公館店,台北,冷萃咖啡,咖啡,140,1,140,行動支付,
ORD-11547,2026-01-17,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,M0429
ORD-15611,2026-03-03,板橋車站店,新北,冷萃咖啡,咖啡,140,1,140,現金,
ORD-17701,2026-03-26,竹北高鐵店,新竹,拿鐵,咖啡,110,2,220,信用卡,
ORD-12424,2026-01-27,公館店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-25806,2026-06-24,台中西屯店,台中,拿鐵,咖啡,110,1,110,信用卡,
ORD-22048,2026-05-13,公館店,臺北,美式咖啡,咖啡,75,1,75,信用卡,M0333
ORD-12199,2026-01-25,信義旗艦店,台北,卡布奇諾,咖啡,110,1,110,LINE Pay,
ORD-13125,2026-02-03,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,1,130,現金,M0244
ORD-20910,2026-04-30,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,1,95,行動支付,M0453
ORD-21029,2026-05-02,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,LINE Pay,
ORD-12083,2026-01-24,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,信用卡,
ORD-20524,2026-04-26,公館店,臺北,拿鐵,咖啡,110,1,110,行動支付,M0114
ORD-19412,2026-04-13,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,行動支付,M0034
ORD-10354,2026-01-04,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,2,260,信用卡,
ORD-21394,2026-05-06,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-12158,2026-01-24,高雄夢時代店,高雄市,拿鐵,咖啡,110,1,110,信用卡,
ORD-12020,2026-01-23,公館店,台北,拿鐵,咖啡,110,1,110,信用卡,M0108
ORD-16196,2026-03-10,信義旗艦店,臺北,冷萃咖啡,咖啡,140,1,140,現金,M0158
ORD-25787,2026-06-24,竹北高鐵店,新竹,冷萃咖啡,咖啡,140,1,140,信用卡,M0010
ORD-14639,2026-02-20,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,M0157
ORD-26023,2026-06-27,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,信用卡,M0345
ORD-12877,2026-02-01,公館店,台北,拿鐵,咖啡,110,1,110,行動支付,M0455
ORD-13518,2026-02-08,板橋車站店,新北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-15565,2026-03-03,信義旗艦店,臺北,美式咖啡,咖啡,75,1,75,行動支付,
ORD-18972,2026-04-09,公館店,台北,卡布奇諾,咖啡,110,1,110,信用卡,M0073
ORD-15047,2026-02-25,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,行動支付,
ORD-15087,2026-02-26,信義旗艦店,台北,肉桂捲,甜點,85,1,85,現金,M0100
ORD-13213,2026-02-05,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,LINE Pay,M0079
ORD-10199,2026-01-03,公館店,台北,拿鐵,咖啡,110,3,330,現金,
ORD-16192,2026-03-10,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,M0241
ORD-18937,2026-04-08,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-17386,2026-03-22,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-24368,2026-06-08,信義旗艦店,台北,肉桂捲,甜點,85,1,85,信用卡,M0354
ORD-13403,2026-02-07,信義旗艦店,臺北,抹茶拿鐵,非咖啡飲品,120,3,360,信用卡,M0099
ORD-23550,2026-05-30,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,行動支付,M0234
ORD-23030,2026-05-24,信義旗艦店,台北,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-16251,2026-03-10,台中西屯店,台中,冷萃咖啡,咖啡,140,2,280,行動支付,M0154
ORD-15368,2026-03-01,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,
ORD-23037,2026-05-24,公館店,台北,卡布奇諾,咖啡,110,2,220,行動支付,
ORD-14897,2026-02-23,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,信用卡,M0464
ORD-17117,2026-03-20,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,現金,
ORD-22562,2026-05-19,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-16832,2026-03-17,信義旗艦店,台北,拿鐵,咖啡,110,1,110,現金,
ORD-13394,2026-02-07,信義旗艦店,臺北,拿鐵,咖啡,110,2,220,信用卡,
ORD-19597,2026-04-16,公館店,台北,拿鐵,咖啡,110,2,220,信用卡,M0240
ORD-17787,2026-03-27,板橋車站店,新北,拿鐵,咖啡,110,1,110,LINE Pay,M0077
ORD-15026,2026-02-25,公館店,台北,拿鐵,咖啡,110,2,220,信用卡,M0157
ORD-21490,2026-05-07,公館店,台北,蜂蜜柚子茶,非咖啡飲品,95,2,190,行動支付,
ORD-19362,2026-04-13,公館店,台北,卡布奇諾,咖啡,110,2,220,行動支付,
ORD-20806,2026-04-29,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,2,240,行動支付,
ORD-21701,2026-05-09,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,2,260,行動支付,
ORD-24489,2026-06-09,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,行動支付,
